227.08,230.44,229.52,230.6 ,228.99,229.12,230.83,229.06
230.3 ,230.18,227.05,232.46,232.06,230.73,228.11,230.94
230.02,231.26,229.39,225.77,232.45,228.7 ,228.31,231.09
231.14,230.29,232.1 ,228.93,230.61,231.28,229.47,228.72
231.13,230.93,233.51,232.78,228.7 ,230.65,231.96,234.51
228.77,231.44,232.34,231.36,231.01,228.32,230.89,231.35
230.44,227.27,229.39,231.53,231.67,228.14,229.71,234.3
230.17,230.53,231.2 ,232.31,228.98,227.51,228.28,232.11
231.76,230.42,228.32,230.34,226.75,227.65,230.47,228.38
232.69,231.31,231.7 ,226.09,230.15,230.1 ,231.14,226.58
232.72,231.11,231.33,234.66,230.83,230.52,229.94,230.08
228.77,228.01,227.45,229.41,230.08,227.54,229.54,232.2
230.65,230.76,229.88,228.09,232.08,231.79,227.76,233.33
228.07,228.5 ,233.77,229.21,231.18,229.5 ,230.93,230.89
228.27,229.79,226.49,230.94,226.9 ,234.7 ,229.69,227.74
230.49,230.71,229.19,229.98,228.47,231.71,229.24,231.79
233.57,232.41,227.36,231.01,230.66,229.99,233.77,230.86
228.96,231.43,228.4 ,230.75,232.72,228.89,234.12,229.46
231.24,231.03,227.19,230.68,228.3 ,230.4 ,232.2 ,230.41
230.05,227.65,231.24,232.78,230.72,234.09,227.42,229.49
232.73,230.72,228.63,230.65,230.14,228.68,230.24,229.91
228.32,232.85,230.7 ,232.74,231.72,228.81,231.55,231.68
230.57,226.27,231.76,229.85,231.5 ,227.89,231.71,227.53
231.61,231.42,229.86,229.77,232.18,227.33,232.46,232.21
232.7 ,225.58,231.76,230.51,231.21,228.7 ,231.44,228.55
233.59,229.89,230.08,231.54,228.68,233.67,230.8 ,233.71
230.67,231.3 ,229.92,231.14,227.17,229.85,230.12,228.33
227.52,227.09,231.18,231.65,229.49,231   ,226.9 ,229.28
229.02,232.02,232.46,229.49,231.94,236.89,228.84,228.34
228.38,230.91,229.81,234.11,233.51,226.68,232.27,230.08
235.2 ,232.42,233.79,232.57,233.39,229.9 ,232.53,232.89
229.27,231.47,228.01,227.4 ,231.59,234.54,229.05,227.42
232   ,229.61,226.25,228.25,230.69,231.06,228.18,230.99
230.12,231.15,230.95,226.7 ,228.6 ,231.75,230.91,230.47
232.28,230.46,225.86,229.64,230.76,230.26,230.92,229.65
228.97,226.72,224.7 ,228.22,230.22,229.6 ,231.55,228.67
227.7 ,231.18,230.18,229.4 ,235.41,231.32,232.6 ,228.44
227.66,231.18,230.73,234.25,227.9 ,228.35,231.39,234.87
231.48,231.35,229.66,231.5 ,229.02,228.36,232.62,228.05
230.15,230.73,229.78,232.17,226.6 ,227.03,230.29,229.78
230.11,230.26,231.41,228.97,229.11,232.91,232.29,229.4
233.34,225.13,229.54,232.21,232.74,233.32,230.29,226.38
231.08,233.6 ,230.74,232.82,228.47,231.8 ,230.19,229.37
230.9 ,228.65,229.66,229.15,234.79,231.53,226.68,227.66
233.68,229.06,229.53,229.61,229.71,231.23,228.76,226.17
228.89,232.17,234   ,229.56,228.03,230.02,232.61,231.53
231.89,229.37,234.26,232.26,228.53,230.67,231.19,228.84
232.17,228.5 ,230.86,228.78,228.01,229.55,231.01,231.62
230.01,231.78,232.09,230.86,227.45,227.46,232.15,231.44
230.93,229.99,233.01,230.01,229.11,232.36,229.42,232.69
228.17,228.26,227.33,234.52,231.76,232.27,227.74,228.14
228.2 ,233.8 ,225.66,230.89,231.49,229.44,232.63,230.69
230.71,229.89,232.87,231.71,230.08,230.29,231.32,227.99
231.94,228.95,230.59,227.85,226.01,230.7 ,227.74,229.11
235.67,227.79,227.62,232.66,230.56,229.48,227.41,233.11
229.17,229.85,231.88,228.93,230.93,231.72,230.37,230.4
230.87,233.61,231.96,230.78,232.52,226.36,228.49,232.43
230.34,231.76,234.28,227.6 ,231.9 ,231.54,231.82,229.94
226.63,228.44,230.07,229.72,226.28,233.27,231.75,228.51
229.62,230.1 ,230.08,228.64,228.78,229.64,228.32,233.44
226.91,232.22,228.22,228.52,232.41,228.41,230.11,231.93
232.18,233.62,225.33,230.02,225.46,229.29,229   ,229.84
228.72,230.24,229.08,230.58,229.69,229.4 ,229.64,232
230.7 ,228.86,232.78,233.54,229.61,232.06,230.39,232.02
229.41,231.08,228.34,227.88,228.48,229.33,229.02,230.2
231.11,228.24,230.96,226.98,229.16,232.9 ,236.05,230.13
229.3 ,232.26,227.54,228.22,227.95,228.7 ,233.02,232.17
231.48,228.61,233.4 ,228.99,228.29,231.03,235.54,230.91
231.98,229.26,233.06,230.56,227.63,227.45,228.49,230.18
233.92,226.52,228.78,229.52,230.37,230.56,230.11,228.84
230.11,228.6 ,228.39,237.19,230.62,232.36,229.9 ,230.45
226.22,231.02,232.43,230.37,229.16,228.44,229   ,233.82
228.82,232.9 ,232.63,231.35,230.92,231.51,225.34,233.12
233.21,232.72,232.33,229.35,229.36,231.15,230.9 ,232.39
228.36,227.27,230.55,231.41,234.02,230.36,230.53,229.28
232.42,229.79,231.12,230.13,233.92,230.51,231.34,229.08
230.75,230.48,231.44,226.9 ,229.67,232.56,232.75,232.73
233.37,230.47,229.64,229.19,229.38,229.04,231.08,231
226.58,230.93,234.41,234.95,229.6 ,231.3 ,233.58,229.45
230.1 ,230.86,228.63,231.13,230.25,227.62,229.48,229.04
228.08,229.46,229.02,232.98,229.09,228.95,232.39,232.04
236.32,230.02,230.56,231.68,232.63,229.14,231.33,229
232.15,229.11,230.66,227.76,228.08,229.62,229.97,228.3
233.26,229.13,228.33,232.79,228.33,229.05,228.63,232.37
228.38,232.37,227.94,231.93,231.01,232.17,230.81,229.72
229.56,228.08,229.03,227.66,229.76,230.44,234.43,228.98
229.96,229.78,229.76,228.73,230.98,229.63,231.18,228.52
232.7 ,228.14,230.45,229.19,230.27,229.95,232.98,229.95
229.94,231.79,227.9 ,228.12,228.37,230.53,232.39,225.7
231.9 ,228.32,229.09,230.51,231.12,227.43,229.86,226.6
226.4 ,227.1 ,229.55,232.48,230.22,230.91,226.82,234.28
229.79,227.92,228.37,231.94,231.66,230.92,233.82,230.36
228.85,231.59,232.49,226.56,228.94,230.61,228.1 ,232.29
227.35,234.77,231.53,229.54,231.83,229.77,228.54,228.44
231.52,229.35,229.8 ,226.72,233.24,230.24,229.41,232.66
231.06,232.15,233.67,234.19,228.92,227.25,226.06,227.58
230.57,233.73,232.82,229.47,233.52,230.38,234.27,227.66
227.83,232.93,230.22,231.59,231.06,229.16,230.17,232.39
232.75,233.73,232.55,231.09,232.96,229.09,225.81,229.06
231.2 ,229.3 ,230.06,232.48,229.72,229.79,229.92,230.02
229.9 ,232.58,229.55,231.94,234.52,229.96,230.69,230.18
230.55,230.01,228.8 ,228.54,231.35,231.17,232.57,226.84
229.98,227.53,233.17,230.36,231.14,228.35,225.43,234.5
227   ,229.79,233.59,230.83,227.75,231.22,232.96,230.09
229.93,231.21,232.65,226.88,232.44,231.99,232.72,233.64
228.84,234.17,230.22,233.6 ,233   ,230.06,231.76,232.01
228.54,232.3 ,233.2 ,229.11,229.05,227.08,232.31,233.21
228.19,231   ,230.29,231.88,228.89,230.62,233.85,230.68
229.43,232.47,230.92,232.45,230.71,228.96,231.81,232.88
226.49,229.47,230.43,230.76,233.47,231.5 ,227.6 ,228.93
232.43,227.88,229.63,230.98,231.82,229.74,231.82,232.14
231.54,229.13,231.06,233.35,228.6 ,227.61,230.22,227.98
230.46,228.13,231.02,233.02,232.62,228.52,230.69,227.15
230.43,232.46,228.47,228.78,230.88,229.04,229.57,228.46
228.9 ,230.23,230.81,228.61,229.41,228.85,230.1 ,228.89
232.54,228.12,235.78,235.74,233.78,231.19,230.58,230.73
230.23,230.09,231.49,229.26,230.86,230.05,227.37,232.26
229.07,228.81,233.43,228.37,230.86,233.71,232.91,229.89
233.2 ,229.87,231.08,229.53,229.26,234.01,227.67,233.69
230.05,233.35,229.73,230.27,233.19,230.29,231.81,227.21
229.32,233.48,230.09,231.1 ,229.5 ,231.2 ,233.01,229.91
229.91,229.01,227.66,229.68,226.77,231.09,231.81,231.07
228.8 ,229.75,228.95,230.73,229.32,229.03,228.87,228.44
228.26,231.35,232.17,230.31,227.27,230.48,231.62,231.74
235.55,230.73,231.64,232.07,229.85,231.44,230.31,228.82
233.81,229.48,230.15,234.3 ,233.95,226.03,228.84,230.5
231.12,232.54,236.04,228.48,229.94,230.62,224.81,227.93
227.99,227.66,234.02,230.67,231.66,232.92,229.22,229.94
228.77,235.59,230.44,232.11,233.48,228.48,233.05,231.93
230.15,229.78,230.22,231.3 ,230.55,229.69,230.09,229.61
232.08,231.3 ,231.84,231.32,229.97,232.47,231.3 ,232.94
227.84,229.09,229.44,232.21,229.81,231.78,229.14,228.13
225.84,228.46,232.67,231.43,230.09,225.04,230.89,232.03
227.6 ,232.77,230.98,228.43,235.28,232.92,230.24,231.79
231.17,230.58,231.49,227.54,228.88,231.3 ,231.41,227.39
231.28,230.96,228.11,230.05,226.23,230.34,229.85,232.26
231.4 ,230.75,230.81,233.56,230.53,227.55,226.98,231.46
230.24,231.89,231.16,229.56,232.54,233.13,233.82,225.29
230.87,233.98,227.77,230.6 ,229.54,235.26,230.64,233.79
229.55,231.83,228.08,229.49,228.47,228.8 ,233.62,229.66
232.22,231.88,228.27,227.57,231.71,233.26,233.79,233.74
227.78,232.98,231.97,232.79,231.66,228.34,227.96,231.98
231.41,232.3 ,231.93,232.1 ,226.62,228.59,230.16,232.14
228.8 ,228.2 ,226.93,230.31,231.39,229.77,230.48,229.77
229.83,229.97,230.75,229.35,228.96,228.02,231.75,227.56
231.61,227.25,227.25,232.49,234.14,231.5 ,230.84,224.34
232.58,231.66,230.54,227.8 ,231.87,230.81,231.42,229.34
228.26,234.3 ,231.3 ,229.85,230.59,231.83,233.1 ,229.41
233.02,233.66,226.56,231.64,229.05,228.81,230.24,230.01
231.82,232.34,233.16,228.98,230.19,232.66,231.35,231.17
230.36,228.62,230.36,230.27,227.45,229.94,231.88,227.62
230.11,229.03,228.09,232.48,229.54,228.03,229.06,233.22
230.06,230.86,235.37,232.75,230.76,227.84,230.55,230.01
229.89,230.24,234.33,231.5 ,233.26,231.64,228.12,232.97
230.55,232.24,231.27,230.04,229.32,228.77,226.32,226.2
230.6 ,233.13,230.11,230.83,232.36,231.69,231.31,223.62
232.15,230   ,232.49,228.73,228.99,229.9 ,231.94,229.15
233.55,230.36,232.27,234.42,232.12,230.52,232.02,229.81
231.43,232.69,225.65,230.08,233.06,232.38,232.57,229.76
230.08,231.48,228.67,229.6 ,229.56,231.88,230.27,232.23
231.75,227.14,227.61,231.9 ,231.07,231.55,230.59,230.72
230.87,228.88,229.46,230.2 ,229.67,234.06,229.77,229.97
228.44,229   ,232.71,231.96,229.42,228.66,231.5 ,229.74
232.4 ,227.85,227.5 ,229.42,231.17,230.12,233.45,228.13
231.11,230.14,229.61,233.07,236.05,228.22,232.35,234.19
230.77,230.76,231.85,231.72,231.9 ,230.34,231.14,228.96
231.53,233.29,224.49,230.87,231.62,229.97,235.27,231.73
231.02,231.91,233.47,229.77,230.96,232.28,233.85,228.48
228.62,232.83,226.3 ,226.29,229.59,228.82,228.14,228.91
230.18,228.99,230.27,227.87,227.37,228.34,232.67,227.52
230.21,231.14,230.03,231.49,230.79,231.69,230.35,233.35
229.44,233.77,230.77,228.81,233.19,226.51,231.34,229.35
233.86,229.2 ,231.87,226.06,229.08,233.95,230.4 ,232.1
228.75,231.85,227.39,231.74,231.05,230.98,229.42,226.61
229.53,233.05,232.96,229.52,230.35,229.26,228.36,227.58
229.08,228.42,230.43,232.66,233.32,232.03,226.03,229.14
228.15,231.48,230.85,232.19,229.63,232.94,232.05,231.15
230.12,228.69,228.12,230.12,233.18,224.21,227.48,231.53
229.95,229.55,230.4 ,229.29,230.61,230.67,232.02,236.19
233.56,229.17,231.19,228.79,232.39,229.34,230.16,228.59
230   ,229.5 ,230.72,232.51,228.67,229.63,230.69,229.1
228.37,229.88,231.45,230.76,229.34,232.46,229.83,230.78
233.71,228.83,228.05,232.97,228.15,228.79,232.78,231.85
232.97,229.24,225.99,231.5 ,229.05,233.8 ,232.88,232.38
230.04,231.5 ,230.31,233.1 ,230.82,230.83,232.04,229.17
227.49,233.84,228.27,231.6 ,230.17,228.88,230.42,228.13
229.61,227.42,230.28,231.91,228.81,231.65,232.19,227.86
230.19,229.96,231.22,232.49,233.17,229.28,227.91,230.96
231.05,231.18,227.61,224.8 ,229.76,227.72,233.13,227.84
229.98,231.47,226.92,229.62,230.72,229.28,228.89,229.93
231.39,232.41,228.57,229.77,227.9 ,229.81,231.73,230.71
231.28,230.76,228.75,228.11,230.19,231.43,228.45,231.55
228   ,227.02,230.05,230.32,231.54,226.56,229.65,227.99
228.6 ,231.84,229.93,229.23,228.66,232.7 ,229.54,228.78
229.02,232.3 ,232.53,233.03,230.96,235.29,228.66,233.33
229.48,229.4 ,230.2 ,229.52,230.22,230.73,231.55,229.55
229.86,229.86,231.97,227.06,228.66,230.37,230.82,229.12
230.52,229.33,229.97,233.85,232.33,232.82,230.4 ,233.2
224.44,230.17,227.88,229.86,230.93,233.58,229.86,232.73
229.59,228.63,231.91,227.8 ,228.73,226.2 ,230.29,233.65
232.98,232.88,229.03,227.54,229.73,232.32,232.34,230.85
228.37,228.07,227.33,230.2 ,231.14,228.45,230.21,230.26
232.37,229.74,231.45,231.52,226.72,227.54,232.7 ,230.94
231.2 ,233.15,231.69,227.8 ,228.98,231.45,231.53,232.62
230.44,231.27,231.41,230.27,230.92,228.89,232.81,227.98
230.86,229.78,229   ,231.15,230.88,230.62,227.12,228.26
227.37,229.65,230.54,234.32,231.15,229.45,229.43,232.08
230.33,231.27,228.92,229.44,229.64,230.53,233.19,228.49
233.71,232.31,230.73,229.35,231.47,230.46,228.9 ,232.65
230.7 ,231.94,229.59,230.31,229.6 ,231.74,231.75,232.68
230.58,233.97,231.87,234.85,231.59,228.07,233.14,232.99
229.03,228.48,230.11,229.49,227.87,232.11,227.66,230.74
230.44,230.14,229.54,229.12,234.28,230.91,231.53,229.56
230.96,226.45,230.9 ,230.79,229.3 ,227.59,228.28,230.93
231.35,231.32,227.92,231.03,229.47,232.42,227.29,230.19
229.75,231.97,230.06,232.44,229.07,231.68,231.54,227.92
230.03,230.66,228.15,230.77,228.39,233.57,229.13,230.02
234.55,227.13,229.43,232.74,232.79,232.64,227.87,231.59
225.98,226.38,232.67,230.41,228.59,230.01,229.18,234.11
234.96,234.14,230.96,231.8 ,229.99,226.39,233.46,226.14
231.18,228   ,229.61,231.86,230.81,231.64,228.62,231.38
232.5 ,232.37,231.28,230.33,231.93,228.29,232.44,232.16
227.17,230.16,231.08,233.62,234.66,230.8 ,232.76,231.04
229.32,230.34,229.69,232.58,230.66,229.26,228.52,232.75
229.94,229.28,227.98,229.31,227.96,231.63,229.18,233.28
231.35,231.64,234.09,232.61,235.84,230   ,225.41,229.67
227.16,230.19,230.6 ,232.17,229.52,228.9 ,229.59,229.44
231.44,228.36,233.79,228.42,229.29,231.99,232.22,232.09
228.07,229.87,230.41,232.89,228.27,227.15,230.91,230.47
230.63,230.47,232.97,227.63,226.49,228.15,229.24,229.71
231.8 ,230.24,231.69,230.29,230.79,234.11,229.2 ,231.32
231.15,231.39,230.49,229.43,230.43,231.46,232.65,231.2
232.67,231.3 ,227.3 ,230.39,233.83,227.99,227.83,230.25
232.51,225.47,229.02,229.45,229.23,231.13,229.69,230.17
229.2 ,228.92,229.8 ,229.34,231.46,231.78,229.17,231.52
231.01,230.27,232.47,232.3 ,233.95,230.4 ,228.64,230.78
228.61,231.45,232.32,230.68,231.53,235.51,228.63,230.93
227.86,231.87,231.05,231.92,230.99,226.43,229.1 ,228.9
232.35,231.58,230.35,232.04,231   ,229.56,228.62,227.83
230.5 ,229.74,231.53,232.98,230.44,231.55,230.48,229.45
230.39,233.39,229.41,229.36,231.62,236.08,231.39,230.74
232.32,228.88,232.56,229.2 ,230.14,234.02,231.74,231.31
231.69,227.56,229.06,231.19,228.99,231.69,228.09,232.58
231.2 ,231.35,227.55,231.16,230.68,228.31,229.8 ,229.86
233   ,232.43,230.24,233.61,230.4 ,230.19,230.6 ,233.18
232.36,232.44,227.51,231.4 ,233.04,230.88,228.32,230.87
230.98,231.54,231.12,230.88,226.79,229.93,230.74,226.74
229.12,232.25,233.01,230.8 ,228.82,229.76,228.77,226.46
229.2 ,230.82,227.69,228.48,228.27,231.66,229.54,228.82
232.88,233.63,227.13,230.26,231.41,233.37,229.4 ,228.15
227.28,233.21,230.01,231.86,229.48,233.59,229.15,229.03
230.45,230.69,230.33,231.49,231.03,230.49,230.45,232.97
226.6 ,232.07,232.83,229.9 ,233.82,230.97,230.51,230.54
232.54,232.72,231.14,234.04,231.91,228.39,230   ,234.05
232.22,233.5 ,231.35,226.8 ,230.29,227.61,229.84,231.93
230.5 ,230.24,228.95,229.03,228.44,229.19,227.36,231.75
230.36,233.02,230.47,230.65,234.64,229.71,231.76,225.95
225.53,232.69,232.62,232.89,229.73,228.72,230.79,230.26
231.66,232.45,231.89,231.78,228.85,228.36,231.12,231.1
226.12,232.9 ,229.98,229.2 ,233.75,230.44,228.93,230.38
225.86,230.29,229.86,231.62,228.52,234.18,230.38,229.09
230.66,231.74,235.31,230.91,229.04,233.33,228.95,227.86
228.6 ,232.68,231.26,225.96,229.48,230.04,227.73,233.07
231.32,229.62,229.26,229.16,230.86,227.3 ,231.89,232.51
231.85,227.94,229.63,230.53,231.76,231.44,229.61,232.07
232.22,231.82,230.84,230.62,229.09,227.02,230.49,230.25
229.12,230.9 ,233.23,227.32,231.23,231.32,229.71,232.08
231.4 ,231.4 ,229.94,231.02,228.91,231.05,229.77,228.18
230.7 ,230.47,230.82,229.44,226.43,228.55,229.79,230.2
232.15,228.81,233.9 ,227.08,230.93,229   ,232.06,226.32
231.57,231.47,232.66,230.35,231.08,232.79,230.45,232.18
232.3 ,232.37,229.55,229.44,233.88,230.62,231.17,228.53
230.24,231.08,228.64,229.72,230.08,231.45,231.31,231.29
230.21,230.07,232.98,231.7 ,233.05,231.4 ,231.45,226.33
232.52,230.42,230.45,231.12,233.77,229.9 ,232.83,229
226.25,230.04,230.28,230.71,229   ,229.17,227.2 ,231.04
229.49,227.74,227.75,230.46,232.06,228.16,232.84,228.42
227.96,231.03,225.19,226.53,231.9 ,231.85,226.75,228.56
229.73,232.62,228.74,233.43,229.32,231.62,228.75,232.72
231.8 ,230.62,233.34,229.8 ,231.11,231.55,233.02,230.96
232.15,229.37,229.51,231.93,228.13,231.4 ,229.16,230.2
228.47,231.83,228.79,232.03,230.82,232.26,229.7 ,232.68
229.56,232.92,229.79,231.61,230.57,232.76,229.14,232.99
230.77,231.41,231.9 ,231.63,232.86,228.78,232.87,232.31
229.92,231.49,228.95,230.15,230.74,233.46,228.43,231.23
231.1 ,230.94,225.72,233.6 ,233.37,232.17,226.98,232.15
231.3 ,229.35,229.05,226.7 ,228.62,233.45,233.01,229.83
228.64,230.76,232.73,229.9 ,224.12,233.09,227.85,229.89
230.15,232.76,233.17,231.84,233.91,230.57,230.92,229.26
226.24,230.39,232.81,230.99,232.41,231.6 ,229.66,230.19
232.79,231.91,231.44,233.55,232.78,231.97,229.09,232.61
229.24,230.38,230.86,230.07,229.12,230.81,230.01,228.94
228.09,231.68,228.37,233.16,228.13,228.62,232.09,232.37
229.99,229.26,231.92,228.39,229.02,229.14,232.83,233.59
227.64,228.12,228.97,228.14,230.18,229.48,233.62,229.83
230.46,225.63,231.45,231.66,230.84,231.73,232.13,228.6
229.38,231.96,227.76,229   ,229.72,230.96,232.42,230.27
234.86,231.19,230.26,228.73,232.7 ,225.11,234.37,230.59
232.78,231.96,233.01,229.12,229.8 ,228.77,228.98,235.92
225.51,231.64,229.88,230.78,230.88,227.93,231.78,230
231.38,226.94,231.31,228.53,226.33,232   ,232.34,231.74
227.7 ,230.71,230.36,230.99,231.34,228.36,229.46,232.81
229.99,234.37,229.66,230.9 ,231.17,233.13,230.56,232.58
230.83,232.36,231.01,230.97,229.63,231.12,228.14,231.51
232   ,230.2 ,229.5 ,230.81,229.2 ,232   ,232.37,226.52
229.95,229.56,231.64,229.53,229.87,226.39,229.52,229.1
233.65,229.77,229.1 ,230.64,227.73,230.06,225.47,229.24
229.54,231.02,228.89,229.84,230.98,231.16,232.78,235.23
231.16,230.87,229.64,227.6 ,224.66,230.65,232.5 ,231.97
231.83,228.71,232.45,234.85,232.03,232.05,229.51,231.66
230.67,229.59,231.48,230.3 ,231.48,226.37,229.82,226.12
232.26,229.93,232.32,230.68,230.27,229.6 ,226.89,229.23
231.15,232.69,234.85,231.91,231.43,234.35,233.01,230.57
228.93,232.54,229.78,231.58,229.32,231.2 ,231.85,230.44
226.89,231.11,229.4 ,231.62,229.84,225.3 ,229.89,230.84
234.22,227.98,232.21,233.51,232.66,225.4 ,227.28,234.17
229.29,230.98,230.13,231.51,229.38,228.04,228.18,233.65
230.71,232.07,231.68,232.07,231.53,229.04,233.53,228.31
231.63,230.11,231.97,228.96,229.37,228.18,230.26,231
230.73,227.89,232.16,231.99,228.86,233.61,232.02,228.76
228.69,228.97,230.25,230.21,231.77,231.86,232.24,230.39
229.56,232.07,234.41,232.01,232.88,230.16,229.23,226.19
230.25,230.36,230.22,230.77,232.67,230.73,229.61,232.22
233.46,231.27,227.49,227.99,228.82,231.97,230.82,228.21
228.78,231.12,229.24,231.84,234.84,225.29,231.66,228.31
232.07,232   ,232.08,232.87,231.56,229.04,225.77,229.34
231.12,232.41,233.3 ,231.35,231.94,231.67,229.2 ,232.66
230.03,231.38,229.79,227.74,231.29,229.16,230.54,227.43
228.39,231.61,233.96,227.84,229.58,229.06,228.55,232.02
229.93,231.23,230.78,232.53,228.28,228.5 ,230.23,233.31
230.33,228.21,229.44,231.99,232.77,231.02,232.54,231.84
227.56,232.35,232.54,229.08,231.26,231.18,234.8 ,228.47
230.88,232.6 ,229.8 ,230.82,229.67,231.61,231.38,233.07
228.86,231.16,228.08,229.92,230.5 ,229.68,230.4 ,227.76
230.31,230.02,224.69,228.33,227.24,230.75,232.58,228.11
231.17,229.36,231.98,233.17,229.85,228.91,227.07,232.09
228.69,227.37,231.59,229.61,229.88,230.56,230.96,231.37
229.92,230.56,228.53,230.28,229.27,224.97,232.72,229.34
231.2 ,231.71,228.1 ,228.37,231.33,229.47,230.05,229.41
226.83,232.42,226.05,228.56,228.95,232.61,231.33,229.13
232.57,230.25,228.83,230.66,232   ,228.71,228.32,231.34
235.35,229.53,229.35,228.26,231.74,232.86,229.54,229.17
232.42,233.94,232.33,229.02,229.52,232.79,231.53,233.09
229.87,233.92,230.18,235.46,229.06,232.17,228.45,230.89
231.36,235.28,234.69,232.55,229.86,231.37,228.13,229.97
228.43,228.63,229.16,225.33,232.71,231.83,228.86,230.52
234.26,227.93,228.27,228.55,231.94,232.14,226.52,232.97
232.38,230.83,229.98,233.18,232.16,231.19,230.54,232.81
232.07,231.28,230.86,228.93,229.13,230.02,229.08,229.15
228.75,231.87,230.83,229.23,230.16,228.69,230.72,234.55
231.14,229.52,230.83,232   ,223.42,226.68,229.54,230.58
229.38,230.1 ,231.36,231.76,232.1 ,230.3 ,233.19,230.88
229.88,229.88,231.66,231.1 ,233.61,229.11,229.93,230.86
229.36,226.56,229.84,230.35,229.34,229.19,229.03,227.37
228.45,228.86,228.35,231.73,228.54,228.86,231.22,232.29
228.68,230.63,230.69,231   ,231.64,233.58,229.62,224.8
230.08,229.67,232.78,231.01,228.11,234.3 ,229.75,233.09
227.1 ,232.18,234.83,231.07,230.43,229.18,228.11,231.88
231.72,231.69,230.21,229.48,232.02,228.54,226.88,232.32
230.26,231.1 ,227.78,229.35,227.53,230.25,229.69,231
231.9 ,231.74,227.27,230.39,232.98,234.79,232.19,231.84
231.04,234.61,229.09,230.51,230.07,230.5 ,229.46,227.88
231.49,230   ,227.91,228.17,230.4 ,228.57,229.71,230.73
227.53,235.83,229.83,230.92,232.2 ,230.37,229   ,235.01
228.46,234.22,227.77,228.02,228.25,233.37,228.85,232.31
229.61,233.03,231.34,227.71,229.6 ,230.82,228.4 ,226.54
230.72,226.56,233.76,228.74,232.05,234.34,233.05,232.37
232.76,229.37,232.92,232.22,231.77,228.81,230.89,232.98
229.92,227.87,230.8 ,230.22,231.98,228.05,229.16,229.52
233.02,230.9 ,231.26,228.35,231.01,231.04,229.28,230.34
231.45,228.38,230.04,230.47,230.76,229.88,226.5 ,230.02
232.85,229.62,228.28,231.52,227.93,229.47,233.04,233.32
230.75,233.46,227.98,229.97,233.73,229.59,230.19,231.07
229.19,228.04,229.15,233.78,229.26,231.63,228.66,229.22
227.54,226.81,230.97,231.34,229.23,228.79,235.04,226.86
230.81,229   ,227.03,229.14,234.41,230.57,231.94,228.13
232.14,229.99,229.72,230.35,233.35,229   ,232.59,231.72
229.91,231.87,230.89,231.36,227.43,228.85,229.72,229.34
229.42,230.74,231.32,232.02,234.83,230.54,230.04,230.77
229.88,229.8 ,231.73,229.63,233.39,231.72,229.15,232.02
228.31,230.97,234.79,229.41,227.94,230.32,230.3 ,230
229.51,228.22,229.33,228.01,230.24,231.83,232.5 ,231.01
230.14,231.1 ,231.61,229.19,229.29,233.73,233.98,231.54
